Time (Day);ProduktA;ProduktB;ProduktC;ProduktD;;;
341;1200,09;2641,47;3174,61;3463,64;
342;1183,18;2624,84;3011,99;3140,35;
343;1065,79;2478,11;2180,88;2903,54;
344;1125,37;2553,19;2625,24;3145,16;
345;1209,7;2661,34;3203,55;3338,8;
346;1046,11;2455,36;2037,21;2818,88;
347;1059,96;2468,46;2196,93;2883,35;
348;1055,43;2457,73;2225,26;2876,58;
349;1143,06;2563,98;2884,67;3249,07;
350;1127,74;2543,33;2764,65;3193,42;
351;1076,98;2476,38;2413,88;2991,09;
352;1024,38;2403,57;2096,19;2787,25;
353;1076,7;2463,89;2511,87;3004,27;
354;1128,2;2526,49;2871,2;3211,92;
355;1005,53;2369,47;1999,15;2703,75;
356;1063,52;2437,64;2451,65;2936,18;
357;1087,4;2465;2628,69;3032,41;
358;1171,18;2570,74;3191,4;3370,45;
359;1127,53;2518,49;2817,87;3182,43;
360;1107,32;2494,5;2639,64;3087,75;
361;1075,26;2454,2;2404,01;2947,14;
362;1070,81;2449,27;2367,94;2911,79;
363;1110,74;2501,52;2636,21;3054,95;
364;1110,08;2503,88;2602,58;3032,87;
365;1205,14;2627,62;3237,74;3411,02;
366;1200,15;2627,25;3131,53;3382,19;
367;1178,86;2605,46;2377,38;3285,87;
368;1142,72;2563,85;2635,01;3127,96;
369;1208,92;2651,64;3067,62;3387,51;
370;1133,56;2560,92;2494,31;3070,49;
371;1186,88;2630,87;2857,68;3280,18;
372;1041,02;2446,94;1841,1;2683,15;
373;1131,2;2557,09;2546,42;3058,73;
374;1112,33;2531,3;2443,59;2993,2;
375;1098,61;2511,02;2385,91;2948,91;
376;1060,34;2457,7;2175,36;2808,68;
377;1192,96;2621,31;3147,82;3367,47;
378;1119,37;2526,44;2621,73;3086,05;
379;1118,65;2522,51;2629,02;3093,17;
380;1107,65;2505,3;2564,79;3056,18;
381;1010,2;2377,35;1914,58;2663,15;
382;1121,45;2512,53;2747,95;3121,16;
383;1060,88;2434,19;2317,87;2871,71;
384;1000,88;2353,12;1945,78;2632;
385;988,761;2331,29;1936,27;2587,51;
386;1119,37;2492,24;2899,86;3126,43;
387;1131,08;2507,74;2954,1;3175,77;
388;1058,86;2418,06;2415,52;2871,12;
389;1126,8;2504,41;2889,56;3140,74;
390;1093,88;2465,75;2622,72;2994,11;
391;1032,61;2390,85;2176,38;2722,34;
392;1066,35;2436,32;2410,61;2832,34;
393;1004,47;2360,86;1977,72;2555,27;
394;1112,91;2500,15;2757,62;2982,09;
395;1080,89;2465,37;2498,55;2832,52;
396;1159,66;2570,26;3027,48;3140,72;
397;1065,35;2457,22;2324,21;2742,04;
398;1024,29;2408,55;2046,62;2557,94;
399;1102,97;2511,31;2611,72;2861,32;
400;1123,92;2544,51;2716,94;2922,68;
401;1149,56;2583,56;2850,73;3007,44;
402;1125,81;2559,86;2635,63;2891,04;
403;1176,21;2628,14;2959,32;3087,11;
404;1199,61;2663,73;3063,17;3170,42;
405;1102,45;2546,08;2326,21;2756,43;
406;1034,93;2460,84;1869,08;2468,25;
407;1210,59;2682,48;3121,82;3180,79;
408;1215,88;2630,12;3096,04;3200,82;
409;1206,78;2601,72;2978,16;3163,25;
410;1038,27;2449,69;1794,84;2480,12;
411;1163,03;2599,95;2740,32;3002,66;
412;1211,13;2657,76;3064,03;3209,02;
413;1224,12;2673,25;3103,12;3265,53;
414;1221,96;2667,91;3048,73;3269,18;
415;1222,39;2665,87;1157,86;3292,67;
416;1074,03;2474,38;2005,11;2712,27;
417;1176,23;2597,74;2775,29;3147,7;
418;1147,01;2557,38;2576,27;3046,95;
419;1172,57;2584,86;2780,27;3177,27;
420;1048,12;2420,95;1950,53;2701,62;
421;1054,39;2418,36;2102,28;2765,5;
422;1196,15;2589,51;3168,5;3387,28;
423;996,869;2332,97;1787,35;2604,27;
424;981,036;2302,52;1796,59;2572,88;
