Time (Day);ProduktA;ProduktB;ProduktC;ProduktD;
346;1127,94;2535,2;2575,08;3035,91;
347;1142,37;2556,45;2600,16;3055,77;
348;1150,53;2570,13;2901,86;3066,78;
349;1133,58;2551,73;2469,53;3067,19;
350;1131,94;2552,02;2333,23;3077,42;
351;1147,49;2573,88;2279,25;3080,6;
352;1127,22;2550,18;2581,96;3081,57;
353;1113,76;2533,83;2673,3;3086,61;
354;1102,1;2518,61;2543,59;3072,16;
355;1110,29;2527,69;2319,89;3090,22;
356;1113,78;2530,81;2415,88;3070,94;
357;1106,42;2519,93;2643,54;3073,07;
358;1090,01;2496,66;2321,35;3053,89;
359;1087,35;2490,1;2386,5;3068,09;
360;1095,52;2497,38;2507,59;3076,07;
361;1077,52;2471,8;2849,5;3079,52;
362;1074,72;2464,97;2833,69;3098,73;
363;1077,26;2464,97;2736,66;3100,81;
364;1096,04;2486,13;2570,33;3090,95;
365;1102,34;2492,6;2469,14;3093,66;
366;1103,34;2492,98;2552,67;3105,91;
367;1097,72;2485,22;2577,63;3091,56;
368;1092,34;2478,03;2907,68;3081,15;
369;1096,02;2482,73;3019,61;3070,92;
370;1098,83;2486,96;2698,49;3079,83;
371;1120,09;2515,09;2666,75;3085,51;
372;1136,1;2537,52;2867,18;3080,79;
373;1144,66;2551,11;2680,75;3066,11;
374;1144,27;2553,66;2769,21;3063,02;
375;1157,2;2573,26;2305,16;3070,47;
376;1152,47;2570,79;2425,79;3052,13;
377;1159,35;2582,81;2434,69;3046,33;
378;1135,69;2555,63;2410,3;3045,64;
379;1134,79;2555,92;2292,83;3061,88;
380;1130,3;2551;2720,32;3067,9;
381;1123,96;2543;2671,03;3068,9;
382;1111,24;2525,94;2650,02;3062,81;
383;1127,58;2545,02;2607,41;3055,26;
384;1125,94;2541,3;2260,99;3055,24;
385;1124,48;2537,54;2504,47;3054,12;
386;1121,11;2531,09;2411,17;3071,97;
387;1098,93;2500,35;2178,47;3087,48;
388;1103,43;2502,78;2057,37;3097,4;
389;1094,92;2489,06;2478,61;3098,93;
390;1076,11;2461,88;2716,35;3113,36;
391;1058,64;2435,76;2565,94;3111,21;
392;1070,79;2447,05;2727,75;3119,66;
393;1082,85;2459,19;2675,23;3097,84;
394;1078,05;2450,96;2425,8;3095,88;
395;1087,8;2461,65;2418,21;3090,75;
396;1089,02;2462,47;2197,96;3083,65;
397;1077,73;2448,15;2477,79;3069,91;
398;1075,46;2445,78;2488,17;3084,78;
399;1061,26;2428,8;2757,83;3084,85;
400;1071,59;2443,07;2541,02;3085,26;
401;1073,45;2447,53;2293,82;3083,81;
402;1090,69;2472,08;2452,77;3062,78;
403;1085,62;2469,1;2584,86;3065,7;
404;1073,36;2456,99;2717,79;3056;
405;1079,28;2467,86;2676,71;3034,8;
406;1088,21;2483,19;2818,01;3012,43;
407;1100,48;2503,26;2940,59;3018,13;
408;1105,55;2514,58;2633,4;3026,01;
409;1119,68;2537,29;2251,24;3018,27;
410;1135,67;2562,58;2686,53;3024,39;
411;1129,02;2559,28;2891,28;3022,88;
412;1110,2;2539,59;2934,72;3007,85;
413;1130,28;2568,17;2364,78;2999,08;
414;1147,4;2580,56;2552,55;2976,89;
415;1159,28;2584,79;2808,29;2977,15;
416;1135,07;2557,77;2955,7;2969,91;
417;1140,67;2566,21;3002,22;2978,46;
418;1154,76;2584,52;2080,04;2966,63;
419;1168,63;2602,26;2042,57;2946,2;
420;1179,3;2615,39;2408,93;2941,96;
421;1187,92;2625,49;2492,6;2940,99;
422;1165,14;2595,27;2636,43;2944,31;
423;1167,36;2595,76;2293,48;2941,65;
424;1163,29;2588,09;2197,88;2948,92;
425;1165,14;2587,44;2683,19;2960;
426;1141,74;2554,14;2235,27;2949,82;
427;1124,27;2526,99;2015,93;2925,74;
428;1138,65;2539,49;2460,12;2938,49;
429;1110,29;2498,18;2370,84;2951,61;
430;1084,44;2459,05;2572,91;2962,19;
431;1092,92;2463,12;2842,44;2938,09;
432;1081,33;2442,43;2969,92;2941,32;
433;1085,05;2441,66;2863,36;2954,7;
434;1098,23;2454,24;2488,63;2970,24;
435;1109,37;2465,64;2229,53;2985,19;
436;1109,84;2465,03;2608,52;3000,56;
437;1092,42;2442,94;2568,63;2986,15;
438;1073,28;2419,07;2387,62;2994,23;
439;1086,63;2437,19;2338,97;2996,86;
440;1085,58;2438,67;2122,04;3005,88;
441;1075,41;2429,29;1940,78;2990,67;
442;1068,68;2424,49;2272,68;2979,41;
443;1051,18;2406,21;2617,53;2999,81;
444;1031,32;2384,86;2585,36;2980,03;
445;1038,59;2398,19;2183,18;2959,67;
446;1055,47;2424,68;2167,73;2971,71;
447;1058,61;2434,69;2220,89;2965,87;
448;1039,13;2416,12;2592,61;2974,73;
449;1032,95;2413,85;2550,46;2994,45;
450;1031,53;2417,69;2387,71;3014,89;
451;1051,36;2448,96;2268,36;3025,68;
452;1056,43;2462,26;2390,74;3018;
453;1053,09;2464,57;2489,85;3005,55;
454;1048,22;2464,16;2288,44;3022,95;
455;1055,18;2478,24;2387,55;3027,4;
456;1082,7;2554,86;2612,79;3022,19;
457;1075,11;2545,34;2244;3018,96;
458;1080,53;2543,82;2432,24;3003,69;
459;1096;2545,2;2320,16;2983,11;
460;1082,07;2531,29;2702,43;2986,71;
461;1091,98;2546,06;2766,67;3001,2;
462;1089,07;2543,67;2266,33;3004,05;
463;1111,94;2570,87;2018;2983,79;
464;1125,01;2583,04;1897,98;2973,63;
465;1105,58;2555,09;2551,93;2966,59;
466;1088,08;2527,85;2204,66;2980,03;
467;1072,53;2501,77;2459,65;2980,72;
468;1100,03;2529,46;2243,99;2973,03;
469;1084,75;2503,27;2680,19;2962,8;
470;1095,56;2509,12;2528,05;2963,08;
471;1084,2;2486,65;2733,09;2976,93;
472;1105,53;2505,46;2342,56;2965,1;
473;1102,93;2494,99;2575,84;2964,49;
474;1117,52;2507,02;2667,18;2974,31;
475;1101,55;2480,98;2483,35;2955,75;
476;1112,61;2489,44;2514,4;2958,48;
477;1120,98;2495,59;2607,01;2948,93;
478;1115,28;2484,99;2245,52;2965,17;
479;1117,23;2484,56;2298,85;2974,64;
480;1123,4;2490,38;2094,63;2952,67;
481;1104,64;2465,24;2140,19;2929,78;
482;1101,52;2460,17;2323,04;2906,17;
483;1084,8;2438,38;2128,5;2924,4;
